HREF,linkText,About,Contact,Team,Investor,Product,Career,News,ECommerce,Resources,Pricing,Social,Portal,Legal,Blog,Exclude
https://www.gn.com/About/Corporate-sustainability_old/Whistleblower,Whistleblower hotline,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/Newsroom,Newsroom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
https://www.gn.com/Contact,Contact,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/About/Document-download-center,Corporate policies,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://www.gn.com/Cookie-policy,Cookies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javascript:CookieConsent.renew();CookieDeclaration.SetUserStatusLabel();,Change cookie consent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gn.com/Legal-notice,Legal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.gn.com/Copyright,Copyright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://twitter.com/gnstorenord,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
https://www.facebook.com/gnstorenord,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://www.linkedin.com/company/gn-store-nord,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
https://www.instagram.com/gngraduates/,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
